"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015711","GO:0015711","organic anion transport","43/1402","215/13303",2.54038806621812e-05,0.00101675531815643,0.000848971793037005,"P2rx7/Rab3gap1/Slc38a6/Slco1a6/Lrrc8d/Slc26a9/Slc23a2/Slco1a5/Il1a/Slc16a9/Epm2a/Slc17a9/Slc4a5/Slc25a31/Edn1/Slc15a4/Slc25a21/Slc2a3/Slc16a3/Slc17a8/Slc52a3/Rgs2/Il1b/AU018091/Nos2/Syk/Slc11a1/Slc6a14/Slc26a8/Cftr/Il1rn/Abat/Slc13a2/Slc7a3/Slc5a8/Slc16a5/Emb/Ceacam1/Adora2a/Tnfsf11/Apba1/Slc37a2/Slc7a2",43
"GO:0019882","GO:0019882","antigen processing and presentation","22/1402","82/13303",2.69592421708568e-05,0.00107057678089426,0.000893911714086304,"Gm11127/H2-T24/Icam1/Relb/Trex1/H2-Q10/Rab3b/Ctse/Fcgr1/Cd68/Gm8909/H2-Q1/H2-Q2/Ccr7/Slc11a1/Was/H2-DMa/Nod1/Fcgr3/Abcb9/Wdfy4/Clec4a1",22
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","27/1402","112/13303",2.88679923080063e-05,0.00113748841008989,0.000949781680831346,"Ccl5/Pla2g7/Csf1r/Serpine1/Trp53/Icam1/Nckap1l/S100a14/Il1a/C3ar1/Edn1/Ptafr/Ccl2/Ccl20/Il1b/P2ry12/Ccr7/Cxcr2/Jam2/Cxcl12/Slamf1/Ccr2/Dysf/Ptger4/Aoc3/Gas6/Tnfsf4",27
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","37/1402","176/13303",2.97684341064214e-05,0.00116394577356108,0.000971873087587783,"Cd274/Ccl5/Tnf/Havcr2/Icam1/Il2rg/Il15/Nckap1l/Il1a/Ccdc88b/Socs1/Fut4/Cd5/Il6/Nr4a3/Ptafr/Ccl2/Prkcq/Nfkbid/Il1b/Ptprc/Ccr7/Syk/Runx3/H2-DMa/Slamf1/Tnfsf13b/Ccr2/Efnb3/Ikzf1/Nlrp3/Itgal/Cd6/Tnfsf4/Ceacam1/Tnfsf11/Tnfrsf13c",37
"GO:0015844","GO:0015844","monoamine transport","17/1402","55/13303",3.04712668785088e-05,0.00118233167590428,0.000987224974320189,"Ly6e/Chrnb2/Syt7/Syt11/Rab3b/Ptgs1/Slc6a4/P2ry12/Syk/Cd300a/Cxcl12/Cnr1/Abat/Fcgr3/Slc29a4/Adora2a/Oxtr",17
"GO:1903530","GO:1903530","regulation of secretion by cell","78/1402","471/13303",3.17595523157946e-05,0.00122298336682715,0.0010211683806801,"P2rx7/Rab3gap1/Fgfr1/Ccl5/Ngf/Nr1d1/Tnf/Chrnb2/Cd84/Syt7/Nckap1l/Syt11/Pfkfb2/Rab3b/Gata2/Il11/Adtrp/Ptgs1/Il1a/Inhbb/Cpt1a/Hmox1/Vamp2/Il6/Edn1/Ptafr/Rab15/Slc6a4/Prkcq/Gdf9/Kalrn/Nlgn1/Il1b/Trpm2/Nr3c2/Itgam/Lepr/Nos2/P2ry12/Syk/Brsk2/Pparg/Cd300a/Myrip/Rgcc/Grin3a/Adcy1/Cxcl12/Scamp5/Cftr/Il1rn/Abca12/Bmp2/Ildr1/Piwil4/Ccr2/Mical1/Ptger4/Cnr1/Ttn/Abat/Sox11/Doc2b/Osm/Rims3/Prkcg/Pomc/Fgfr4/Klrc1/Adcy8/Adora2a/Tnfsf11/Abcg1/Sncaip/Oxtr/Baiap3/Blk/Apba1",78
"GO:0001660","GO:0001660","fever generation","7/1402","11/13303",3.2018573352916e-05,0.00122368728084866,0.00102175613580496,"Ccl5/Tnf/Il1a/Il1b/Il1rn/Cnr1/Tnfsf11",7
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","44/1402","224/13303",3.25769766458989e-05,0.00123573710665003,0.00103181751638857,"Cd274/Ccl5/Havcr2/Chrnb2/Il2rg/Ulbp1/Il15/Nckap1l/Il1a/Ccdc88b/Socs1/Inpp5d/Cd5/Il6/Ccl2/Prkcq/Mad2l2/Prdm1/Nfkbid/Cdkn1a/Cd40/Il1b/Trbc1/Ptprc/Ccr7/Syk/Runx3/H2-DMa/Slamf1/Tnfsf13b/Ccr2/Efnb3/Ikzf1/Trdc/Nlrp3/Trbc2/Klrc1/Itgal/Gas6/Cd6/Tnfsf4/Ceacam1/Tnfsf11/Tnfrsf13c",44
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","23/1402","89/13303",3.43057689580781e-05,0.00129167573047341,0.00107852522759432,"Cd274/Crtam/Il2rg/Nckap1l/Smad7/Socs1/Il6/Lgals7/Prkcq/Prdm1/Nfkbid/Ptprc/Ccr7/Syk/Runx3/Cd300a/Ccr2/Ikzf1/Il27/Nlrp3/Tnfsf4/Ceacam1/Adora2a",23
"GO:0006885","GO:0006885","regulation of pH","20/1402","72/13303",3.58895988522065e-05,0.00133158270777931,0.00111184681192544,"Slc26a9/Trp53/Atp6v0d1/Car2/Slc9b1/Slc9a2/Cln5/Slc4a5/Edn1/Atp6v0a4/Hvcn1/Nox1/Slc11a1/Cftr/Pdk4/Fasl/Slc9a4/Car7/Pdk2/Slc9a9",20
"GO:0042116","GO:0042116","macrophage activation","20/1402","72/13303",3.58895988522065e-05,0.00133158270777931,0.00111184681192544,"Clu/Adgrf5/Nr1d1/Tnf/Havcr2/Il1rl1/Il33/Cd84/Ulbp1/Trex1/Syt11/Cebpa/Itgam/Shpk/Syk/Slc11a1/Pparg/Dysf/Csf2/Slc7a2",20
"GO:0072676","GO:0072676","lymphocyte migration","21/1402","78/13303",3.85521295543879e-05,0.00142000343858662,0.00118567647874365,"Ccl5/Cadm1/Crtam/Icam1/Ccl4/Itgb7/Adtrp/Ccl25/Ccl2/Ripk3/S1pr1/Ccl20/Ccr7/Jam2/Cxcl12/Ccr2/Myo1g/Itgal/Gas6/Ccl9/Tnfsf4",21
"GO:0030198","GO:0030198","extracellular matrix organization","46/1402","240/13303",4.12673475957791e-05,0.0015090786174773,0.00126005259754776,"Aebp1/Nid1/Mmp24/Loxl4/Tnf/Lamb3/Crispld2/Smoc1/Adtrp/Flrt2/Tgfbi/Tnfrsf11b/Il6/Col4a4/Fap/Smoc2/Pdpn/Ecm2/Cyp1b1/Abi3bp/Adamts5/Fkbp10/Bcl3/Nox1/Loxl2/P3h4/Adamts17/Rgcc/Mmp19/Ptx3/Col27a1/Col9a3/Ccdc80/Bmp2/Tnxb/Comp/Aplp1/Acan/Has1/Lox/Fgfr4/Mmp12/Col11a2/Myh11/Mmp17/Col24a1",46
"GO:0030098","GO:0030098","lymphocyte differentiation","57/1402","319/13303",4.40445852218921e-05,0.00157807842551913,0.00131766615481805,"Hspb1/Jag2/Eomes/Trp53/Id2/Crtam/Il2rg/Relb/Mafb/Gadd45g/Il15/Nckap1l/Cdh17/Il1a/Smad7/Foxj1/Zeb1/Socs1/Il18r1/Inpp5d/Il6/Cyp26b1/Ripk3/Prdm1/Nfkbid/Il1b/Lepr/Ptprc/Ccr7/Clec4d/Bcl3/Syk/Plcl2/Dock2/Dock11/Runx3/H2-DMa/Slamf1/Tnfsf13b/Fzd9/Hhex/Ccr2/Ptger4/Ikzf1/Cd79a/Il27/Nlrp3/Gas6/Dock10/Pglyrp4/Tnfsf4/Pou1f1/Vav1/Wnt4/Pglyrp2/Lag3/Mfng",57
"GO:1990868","GO:1990868","response to chemokine","15/1402","46/13303",4.40856062214669e-05,0.00157807842551913,0.00131766615481805,"Ccl5/Ccl4/Rbm15/Cxcl2/Ccl25/Edn1/Ccl2/Ccl20/Cxcl1/Cxcl12/Dusp1/Lox/Ccl9/Ppbp/Pf4",15
"GO:1990869","GO:1990869","cellular response to chemokine","15/1402","46/13303",4.40856062214669e-05,0.00157807842551913,0.00131766615481805,"Ccl5/Ccl4/Rbm15/Cxcl2/Ccl25/Edn1/Ccl2/Ccl20/Cxcl1/Cxcl12/Dusp1/Lox/Ccl9/Ppbp/Pf4",15
"GO:0045229","GO:0045229","external encapsulating structure organization","46/1402","241/13303",4.5912135536887e-05,0.00162749578539196,0.00135892873183064,"Aebp1/Nid1/Mmp24/Loxl4/Tnf/Lamb3/Crispld2/Smoc1/Adtrp/Flrt2/Tgfbi/Tnfrsf11b/Il6/Col4a4/Fap/Smoc2/Pdpn/Ecm2/Cyp1b1/Abi3bp/Adamts5/Fkbp10/Bcl3/Nox1/Loxl2/P3h4/Adamts17/Rgcc/Mmp19/Ptx3/Col27a1/Col9a3/Ccdc80/Bmp2/Tnxb/Comp/Aplp1/Acan/Has1/Lox/Fgfr4/Mmp12/Col11a2/Myh11/Mmp17/Col24a1",46
"GO:0050777","GO:0050777","negative regulation of immune response","33/1402","153/13303",4.61065105442538e-05,0.00162749578539196,0.00135892873183064,"Trim21/Dhx58/Havcr2/Il1rl1/Il33/Serpinb9/Cd84/Trex1/Oas1c/Adar/Nckap1l/Smad7/Foxj1/Inpp5d/Hmox1/Ptprc/Serpinb9c/Muc4/Klrb1b/Pparg/Cd300a/Gpx2/Irak3/Slamf1/Ccr2/Il20rb/Pdcd1/Tspan6/Mmp12/Pglyrp4/Tnfsf4/Ceacam1/Pglyrp2",33
"GO:0009611","GO:0009611","response to wounding","64/1402","371/13303",4.67634475352347e-05,0.00163930071601102,0.00136878562948869,"Pros1/Procr/5430416N02Rik/Serpinb2/Tnf/Serpine1/Klf4/Syt7/Syt11/Anxa8/Cd34/Gata2/Klk8/Adtrp/Il1a/Nefh/Serpind1/Tfpi2/Hmox1/Il6/Tfpi/Ccl2/Prkcq/Smoc2/Pdpn/Cdkn1a/Cldn1/Abi3bp/P2ry12/Fkbp10/Syk/Morn4/Tmeff2/Slc11a1/Gpr4/Pparg/Evl/Bex1/Trim72/Ccr2/Hpse/Comp/Dysf/Zfp36/Ptger4/Abat/Apoh/Fgf7/Acta2/Lox/Papss2/Mmp12/F5/F8/Scnn1g/Gas6/Tmprss4/Ceacam1/Pf4/Wnt4/Entpd2/C9/Blk/Vil1",64
"GO:0015850","GO:0015850","organic hydroxy compound transport","34/1402","160/13303",4.90355363466637e-05,0.0017062092666878,0.00142465302572771,"Slco1a6/Ly6e/Nfkbia/Chrnb2/Syt7/Syt11/Rab3b/Slco1a5/Ptgs1/Aqp3/Eepd1/Abca5/Slc6a4/Slc16a3/Apom/P2ry12/Syk/Pparg/Cd300a/Cxcl12/Cftr/Abca12/Soat2/Cnr1/Abat/Fcgr3/Pomc/Slc29a4/Emb/Ceacam1/Adora2a/Abcg1/Oxtr/Stra6",34
"GO:0030855","GO:0030855","epithelial cell differentiation","73/1402","439/13303",4.93434511515064e-05,0.0017062092666878,0.00142465302572771,"Krt17/Txnip/Id1/Krt16/Fgfr1/Fstl1/Jag2/Skil/Tnf/Sult2b1/Serpine1/Klf4/Id2/Cdh3/Ovol1/Icam1/Foxa1/Cers3/Pde2a/Pof1b/Grhl1/Ptgs1/Il1a/Crb3/Foxj1/Upk1a/Cdkn1c/Zeb1/Slc4a5/Sprr1a/Tgm1/Cebpb/Camsap3/Cyp26b1/Wnt11/Dlx3/Tjp3/Prdm1/Pdpn/Tfcp2l1/Myo7a/Abcb1a/Ppp1r16b/Il1b/Cldn1/Pou3f1/Hey1/Gpr4/Ccno/Pparg/Tgfb1i1/Tmod1/Cftr/Foxa3/Abca12/Bmp2/Hhex/Hpse/Zfp36/Spdef/Spag6l/Sox11/Sox8/Wnt10b/Slc9a4/Fam20c/Nup210l/Tmc1/Pcdh15/Ceacam1/Notch4/Wnt4/Col24a1",73
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","19/1402","68/13303",5.11400307779534e-05,0.0017537791029768,0.00146437295488625,"Cadm1/Cdh3/Fat2/Cdh17/Dsg3/Igsf11/L1cam/Esam/Prtg/Cntn5/Cdh15/Nrcam/Cdh11/Ptprt/Pcdh12/Emb/Pcdh15/Ceacam1/Tenm3",19
"GO:0023061","GO:0023061","signal release","66/1402","387/13303",5.14092241478542e-05,0.0017537791029768,0.00146437295488625,"P2rx7/Rab3gap1/Fgfr1/Ccl5/Ngf/Nr1d1/Tnf/Chrnb2/Syt7/Syt11/Pfkfb2/Il11/Ptprn/Ptgs1/Il1a/Stx11/Inhbb/Cpt1a/Vamp2/Il6/Edn1/Slc6a4/Gdf9/Kalrn/Nlgn1/Il1b/Trpm2/Nr3c2/Lepr/Nos2/P2ry12/Syk/Brsk2/Syn1/Pparg/Cd300a/Myrip/Grin3a/Adcy1/Cxcl12/Cftr/Il1rn/Abca12/Ildr1/Piwil4/Ptger4/Cnr1/Abat/Fcgr3/Ppfia3/Sox11/Doc2b/Osm/Rims3/Prkcg/Pomc/Fgfr4/Adcy8/Adora2a/Tnfsf11/Abcg1/Sncaip/Oxtr/Baiap3/Blk/Apba1",66
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism","52/1402","285/13303",5.34295404920243e-05,0.0018105490288064,0.00151177478781644,"Sycp1/H3f3b/Piwil2/Tdrkh/Zfp37/Zmynd15/Tex14/M1ap/Hsf2bp/Inhbb/Slc25a31/Hormad1/Tex11/Hspa2/Bmp8b/Edn1/Cyp26b1/Sycp3/Spag16/Tdrd12/Xlr3a/Prdm1/Gdf9/Xlr3c/Tex15/Xlr5a/Bmpr1b/Xlr4b/Iqcg/Zglp1/Xlr4a/Hfm1/Paqr5/Rnf17/Slc26a8/Jam2/Cxcl12/Ptx3/Cftr/Xlr3b/Ereg/Piwil4/Spag6l/Sycp2/Morc1/Amh/Fmn2/Brdt/Osbp2/Nup210l/Wnt4/Adam1a",52
"GO:0044409","GO:0044409","entry into host","20/1402","74/13303",5.51434524705942e-05,0.00185625277422537,0.00154993656578206,"Trim21/Trim25/Trim30a/Trim26/Ly6e/Trim12c/Trim34a/Trim34b/Trim6/4930486L24Rik/Trim30c/Trim12a/Trim30d/Ptx3/Trim30b/Tmprss11d/Gas6/Tmprss4/Ceacam1/Ifitm1",20
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","22/1402","86/13303",5.96137866264432e-05,0.00199353208830402,0.00166456224153614,"Hspb1/Ddx58/Clu/Arid5a/Havcr2/Il33/Cd84/Ccl4/Oas2/Oas1c/Il1a/Il6/Ptafr/Nfatc4/Ccl2/Ptprc/Ccr7/Syk/Ccr2/Nod1/Fcgr3/C1qtnf4",22
"GO:0007596","GO:0007596","blood coagulation","28/1402","123/13303",6.25468250539499e-05,0.00207794452123678,0.00173504505412815,"Pros1/Procr/Serpine1/Anxa8/Cd34/Adtrp/Serpind1/Tfpi2/Il6/Tfpi/Prkcq/Pdpn/P2ry12/Syk/Evl/Hpse/Comp/Abat/Apoh/Papss2/F5/F8/Gas6/Ceacam1/Pf4/Entpd2/C9/Blk",28
"GO:0045123","GO:0045123","cellular extravasation","17/1402","58/13303",6.49188756134435e-05,0.00214274444638398,0.00178915178724132,"Ccl5/Tnf/Icam1/Itgb7/Il1a/Fut4/Ccl25/Ptafr/Ccl2/Ripk3/Selplg/Itgam/Jam2/Cxcl12/Ccr2/Ptger4/Itgal",17
"GO:0097696","GO:0097696","receptor signaling pathway via STAT","27/1402","117/13303",6.54488970204122e-05,0.002146301571321,0.00179212192045027,"Ccl5/Csf1r/Crlf2/Crlf1/Prl2c3/Gadd45a/Il15/Prl2c2/Socs2/Socs1/Il6/Agap2/Cyp1b1/Cd40/Hcls1/Ptprc/Bcl3/Pparg/Cd300a/Ptger4/Cdk5r1/Osm/Ptprt/Gfra2/Stra6/Csf2/Il23r",27
"GO:0010573","GO:0010573","vascular endothelial growth factor production","11/1402","28/13303",6.72085803225384e-05,0.00218987957550938,0.00182850874399781,"Tnf/Il1a/Eif2ak3/C3ar1/Il6/Ccl2/Cyp1b1/Il1b/Ccr2/Hpse/Flt4",11
"GO:0042749","GO:0042749","regulation of circadian sleep/wake cycle","7/1402","12/13303",6.98345538606803e-05,0.00225122271318354,0.00187972912381955,"Nr1d1/Chrnb2/Il6/Nlgn1/Ptger4/Adora2a/Csf2",7
"GO:0001659","GO:0001659","temperature homeostasis","31/1402","143/13303",6.99770192175878e-05,0.00225122271318354,0.00187972912381955,"Id1/Ddit3/Ccl5/Nr1d1/Tnf/Gatm/Gadd45g/Il15/Lgr4/Il1a/Sqstm1/Il18r1/Arrdc3/Cebpb/Il1b/Trpm2/Lepr/Adamts5/Syk/Plcl2/Pparg/Trpv2/Gpx2/Plcl1/Il1rn/Ccr2/Cnr1/Abat/Wnt10b/Tnfsf11/Oxtr",31
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","22/1402","87/13303",7.19682205227073e-05,0.00230071990513787,0.00192105835913642,"Hspb1/Ddx58/Clu/Arid5a/Havcr2/Il33/Cd84/Ccl4/Oas2/Oas1c/Il1a/Il6/Ptafr/Nfatc4/Ccl2/Ptprc/Ccr7/Syk/Ccr2/Nod1/Fcgr3/C1qtnf4",22
"GO:0034103","GO:0034103","regulation of tissue remodeling","18/1402","64/13303",7.28550540908293e-05,0.00231451399964803,0.00193257617167253,"P2rx7/Csf1r/Trp53/Car2/Syt7/Inpp5d/Tnfrsf11b/Il6/S1pr1/Abi3bp/Lepr/Syk/Pdk4/Ptger4/Flt4/Fcgr4/Ceacam1/Tnfsf11",18
"GO:1903900","GO:1903900","regulation of viral life cycle","27/1402","118/13303",7.64951386313089e-05,0.00241015247388459,0.00201243252010368,"Trim21/Trim25/Trim30a/Isg20/Trim26/Apobec3/Ly6e/Trim12c/Parp10/Ccl5/Tnf/Trim34a/Oas2/Pcx/Oas1c/Adar/Oasl1/Trim34b/Trim6/Trim30c/Trim12a/Trim30d/Ptx3/Trim30b/Trim15/Tmprss4/Ifitm1",27
"GO:0042269","GO:0042269","regulation of natural killer cell mediated cytotoxicity","12/1402","33/13303",7.68138305664574e-05,0.00241015247388459,0.00201243252010368,"Cadm1/Havcr2/Serpinb9/Crtam/Ulbp1/Serpinb9c/Klrb1b/Klrc1/Ceacam1/Klrb1c/Vav1/Lag3",12
"GO:1903305","GO:1903305","regulation of regulated secretory pathway","29/1402","131/13303",7.97518730991516e-05,0.00248105066537358,0.00207163119226861,"P2rx7/Rab3gap1/Chrnb2/Cd84/Syt7/Nckap1l/Syt11/Gata2/Hmox1/Vamp2/Ptafr/Rab15/Nlgn1/Nr3c2/Itgam/Syk/Cd300a/Grin3a/Adcy1/Scamp5/Ccr2/Mical1/Doc2b/Rims3/Prkcg/Klrc1/Adora2a/Blk/Apba1",29
"GO:0002507","GO:0002507","tolerance induction","10/1402","24/13303",8.00496378361729e-05,0.00248105066537358,0.00207163119226861,"Cd274/Havcr2/Foxj1/C3ar1/Ccr4/Ccr7/Irak3/Ido1/Pdcd1/Blk",10
"GO:0071887","GO:0071887","leukocyte apoptotic process","25/1402","106/13303",8.26956180317618e-05,0.00254752622094209,0.00212713704563996,"P2rx7/Cd274/Ccl5/Trp53/Serpinb9/Tnfrsf23/Hsh2d/Il6/Nr4a3/Ripk3/Prkcq/Nfkbid/Itgam/Hcls1/Ccr7/Gimap8/Cxcr2/Cxcl12/Fasl/Ido1/Pdcd1/Gas6/Tnfsf4/Ceacam1/Blk",25
"GO:0050817","GO:0050817","coagulation","28/1402","125/13303",8.45638088138689e-05,0.00258405283602941,0.00215763609034668,"Pros1/Procr/Serpine1/Anxa8/Cd34/Adtrp/Serpind1/Tfpi2/Il6/Tfpi/Prkcq/Pdpn/P2ry12/Syk/Evl/Hpse/Comp/Abat/Apoh/Papss2/F5/F8/Gas6/Ceacam1/Pf4/Entpd2/C9/Blk",28
"GO:0050868","GO:0050868","negative regulation of T cell activation","24/1402","100/13303",8.48980569775548e-05,0.00258405283602941,0.00215763609034668,"Hspb1/Cd274/Havcr2/Crtam/Nckap1l/Pag1/Smad7/Foxj1/Socs1/Cebpb/Lgals7/Nfkbid/Zc3h12d/Runx3/Cd300a/Slfn1/Btn1a1/Skint2/Ido1/Il20rb/Tnfsf4/Ceacam1/Adora2a/Lag3",24
"GO:0051953","GO:0051953","negative regulation of amine transport","8/1402","16/13303",8.82783342553444e-05,0.0026709450774995,0.00223018949697712,"Syt11/Ptgs1/Rgs2/Il1b/P2ry12/Il1rn/Cnr1/Abat",8
"GO:0031424","GO:0031424","keratinization","9/1402","20/13303",8.90767824539925e-05,0.00267915553380854,0.00223704507539394,"Krt17/Krt16/Cdh3/Cers3/Il1a/Sprr1a/Tgm1/Cyp26b1/Abca12",9
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","41/1402","213/13303",9.58512785551916e-05,0.00286595322880023,0.0023930176788516,"Cd274/Ccl5/Tnf/Havcr2/Icam1/Il2rg/Il15/Nckap1l/Il1a/Smad7/Ccdc88b/Socs1/L1cam/Fut4/Cd5/Il6/Nr4a3/Ptafr/Megf10/Ccl2/Prkcq/Pdpn/Nfkbid/Il1b/Ptprc/Ccr7/Syk/Runx3/H2-DMa/Slamf1/Tnfsf13b/Ccr2/Efnb3/Ikzf1/Nlrp3/Itgal/Cd6/Tnfsf4/Ceacam1/Tnfsf11/Tnfrsf13c",41
"GO:0007599","GO:0007599","hemostasis","28/1402","126/13303",9.79918510766767e-05,0.00291282209954823,0.0024321523148117,"Pros1/Procr/Serpine1/Anxa8/Cd34/Adtrp/Serpind1/Tfpi2/Il6/Tfpi/Prkcq/Pdpn/P2ry12/Syk/Evl/Hpse/Comp/Abat/Apoh/Papss2/F5/F8/Gas6/Ceacam1/Pf4/Entpd2/C9/Blk",28
"GO:0046850","GO:0046850","regulation of bone remodeling","15/1402","49/13303",0.000100120458587549,0.00295040029274395,0.00246352940769409,"P2rx7/Csf1r/Car2/Syt7/Inpp5d/Tnfrsf11b/Il6/S1pr1/Lepr/Syk/Pdk4/Ptger4/Fcgr4/Ceacam1/Tnfsf11",15
"GO:0006959","GO:0006959","humoral immune response","24/1402","101/13303",0.000100416929105785,0.00295040029274395,0.00246352940769409,"Tnf/Foxj1/Cxcl2/Ccl25/Ccl20/Il1b/Trbc1/Ptprc/Ccr7/Cxcl1/Bcl3/Rgcc/Cxcl12/1300017J02Rik/H2-DMa/Ccr2/Trdc/Trbc2/C2/Pomc/Ppbp/Pglyrp4/Pf4/C9",24
"GO:0009615","GO:0009615","response to virus","46/1402","249/13303",0.000104166943837799,0.00304299181337661,0.0025408416064973,"Gbp2b/Ddx58/Trim25/Dhx58/Isg20/Ifi27/Apobec3/Slfn8/Ccl5/Aim2/Tnf/Chuk/Trim34a/Il33/Ifit1bl2/Oas2/Irf5/Trex1/Oas1c/Il15/Adar/Oasl1/Trim6/Il6/Ifit1bl1/Ripk3/Cd40/Il1b/Ptprc/Trim12a/Bcl3/Vwce/Pmaip1/Itgax/Irak3/Il27/Nlrp3/Hyal1/Wdfy4/Tspan6/Mmp12/Trim15/Mst1r/Tnfsf4/Ifitm1/Il23r",46
"GO:0002715","GO:0002715","regulation of natural killer cell mediated immunity","12/1402","34/13303",0.000107411183500473,0.00310210821439151,0.00259020270259515,"Cadm1/Havcr2/Serpinb9/Crtam/Ulbp1/Serpinb9c/Klrb1b/Klrc1/Ceacam1/Klrb1c/Vav1/Lag3",12
"GO:0036230","GO:0036230","granulocyte activation","12/1402","34/13303",0.000107411183500473,0.00310210821439151,0.00259020270259515,"Ccl5/Il15/Stx11/Vamp2/Ptafr/Itgam/Dnase1l3/Syk/Cd300a/Cxcr2/Ccr2/Fcgr4",12
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","13/1402","39/13303",0.000109616229318851,0.00314790561371594,0.00262844267983116,"Ccl5/Ccl4/Rbm15/Cxcl2/Ccl25/Edn1/Ccl2/Ccl20/Cxcl1/Cxcl12/Ccl9/Ppbp/Pf4",13
"GO:0010817","GO:0010817","regulation of hormone levels","58/1402","337/13303",0.000111501452422741,0.00318405552058873,0.00265862718018032,"Afp/Hsd3b2/Fgfr1/Ccl5/Nr1d1/Tnf/Hsd11b1/Foxa1/Syt7/Pfkfb2/Il11/Ptprn/Plb1/Inhbb/Cpt1a/Vamp2/Il6/Edn1/Cyp26b1/Gdf9/Slc5a5/Cyp26a1/Kalrn/Abcb1a/Cyp1b1/Il1b/Trpm2/Bmpr1b/Bco2/Lepr/Nos2/Gcnt4/Brsk2/Pparg/Myrip/Cftr/Il1rn/Abca12/Bmp2/Ildr1/Piwil4/Ptger4/Cnr1/Crabp2/Abat/Sox11/Sox8/Doc2b/Osm/Aldh1a3/Pomc/Fgfr4/Adcy8/Tnfsf11/Abcg1/Wnt4/Baiap3/Blk",58
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity","16/1402","55/13303",0.000116796511477375,0.00331662942927094,0.00276932392988401,"Havcr2/Serpinb9/Cd84/Nckap1l/Smad7/Foxj1/Hmox1/Ptprc/Serpinb9c/Muc4/Klrb1b/Cd300a/Slamf1/Ccr2/Il20rb/Ceacam1",16
"GO:0050729","GO:0050729","positive regulation of inflammatory response","24/1402","102/13303",0.000118414405739534,0.00334389124652252,0.00279208704059534,"Fgfr1/Ccl5/Nfkbia/Tnf/Serpine1/Il1rl1/Il33/Cebpa/Pde2a/Fcgr1/Il6/Cebpb/Il1b/Ccr7/Gpr4/Ccr2/Ptger4/Cnr1/Fcgr3/Aoc3/Ido1/Osm/Tnfsf4/Tnfsf11",24
"GO:0010574","GO:0010574","regulation of vascular endothelial growth factor production","10/1402","25/13303",0.00012087506611889,0.00339451912200175,0.00283436037564038,"Il1a/Eif2ak3/C3ar1/Il6/Ccl2/Cyp1b1/Il1b/Ccr2/Hpse/Flt4",10
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","22/1402","90/13303",0.000123817948375354,0.00345805841534024,0.00288741450462364,"Cd274/Il2rg/Relb/Gadd45g/Nckap1l/Smad7/Socs1/Il18r1/Il6/Cebpb/Lgals7/Prkcq/Nfkbid/Ccr7/Bcl3/Runx3/Ccr2/Ptger4/Il27/Nlrp3/Tnfsf4/Ceacam1",22
"GO:0031650","GO:0031650","regulation of heat generation","7/1402","13/13303",0.000137528317177265,0.00381998052574884,0.00318961274005598,"Ccl5/Tnf/Arrdc3/Il1b/Cnr1/Abat/Tnfsf11",7
"GO:0006953","GO:0006953","acute-phase response","9/1402","21/13303",0.000141356718612012,0.00390497935165682,0.00326058517988347,"Ccl5/Tnf/Il1a/Il6/Il1b/Il1rn/Cnr1/F8/Tnfsf11",9
"GO:0045124","GO:0045124","regulation of bone resorption","13/1402","40/13303",0.000146872229065999,0.00401371795883049,0.00335137989583535,"P2rx7/Csf1r/Car2/Inpp5d/Tnfrsf11b/Il6/S1pr1/Syk/Pdk4/Ptger4/Fcgr4/Ceacam1/Tnfsf11",13
"GO:0061756","GO:0061756","leukocyte adhesion to vascular endothelial cell","13/1402","40/13303",0.000146872229065999,0.00401371795883049,0.00335137989583535,"Tnf/Klf4/Icam1/Itgb7/Fut4/Il6/Ccl25/Ptafr/Selplg/Itgam/Jam2/Cxcl12/Ccr2",13
"GO:0001649","GO:0001649","osteoblast differentiation","33/1402","162/13303",0.000148506725729616,0.00402802721445503,0.00336332785832707,"Id1/H3f3b/Fgfr1/Tnf/Bglap3/Id2/Adar/Cebpa/Smoc1/Lgr4/Clec5a/Il6/Cebpb/Glis1/Wnt11/Smad6/Bambi/Junb/Bmpr1b/Cebpd/Hey1/Pparg/Fgf9/Bmp2/Ptger4/Sox11/Sox8/Wnt10b/Lox/Fam20c/Wnt4/Ifitm1/Prkd1",33
